area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Vittasandra,1650,3.0,2.0,85.0
Super built-up  Area,Ready To Move,Ashwini layout,1 BHK,Ashwini layout,834,1.0,1.0,62.0
Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,Gollarapalya Hosahalli,1320,3.0,2.0,60.0
Plot  Area,Ready To Move,Malleshpalya,3 Bedroom,Malleshpalya,1200,3.0,1.0,149.0
Plot  Area,Ready To Move,Indra Nagar,8 Bedroom,Indra Nagar,1000,7.0,0.0,160.0
Super built-up  Area,19-Apr,Mysore Road,3 BHK,Mysore Road,1500,3.0,2.0,74.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Whitefield,4400,5.0,2.0,500.0
Plot  Area,Ready To Move,Kanakpura Road,1 Bedroom,Kanakpura Road,2Acres,1.0,0.0,125.0
Plot  Area,Ready To Move,Moodalapalya,1 Bedroom,Moodalapalya,600,1.0,0.0,52.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Whitefield,1180,2.0,2.0,70.0
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,Kadugodi,1010,2.0,1.0,50.0
Super built-up  Area,Ready To Move,Channasandra,2 BHK,Channasandra,1070,2.0,1.0,38.0
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,Choodasandra,1580,3.0,3.0,105.0
Plot  Area,Ready To Move,BEML Layout 5th Stage,4 Bedroom,BEML Layout 5th Stage,1200,5.0,0.0,325.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Green Glen Layout,2000,3.0,0.0,165.0
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Iblur Village,1920,3.0,2.0,130.0
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,Sanjay nagar,1200,2.0,1.0,76.0
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,Kalena Agrahara,1040,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,Hulimavu,1430,2.0,2.0,90.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Uttarahalli,1215,2.0,2.0,52.85
Super built-up  Area,Ready To Move,Domlur,1 BHK,Domlur,650,1.0,1.0,70.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Thanisandra,1564,3.0,1.0,105.0
Built-up  Area,Ready To Move,Manonarayanapalya,3 Bedroom,Manonarayanapalya,800,2.0,1.0,52.0
Built-up  Area,Ready To Move,Hormavu,2 Bedroom,Hormavu,750,2.0,0.0,58.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Kasavanhalli,1200,2.0,2.0,60.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Raja Rajeshwari Nagar,1128,2.0,1.0,48.79
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Begur Road,1200,2.0,2.0,44.4
Super built-up  Area,Ready To Move,Cholanayakanahalli,4 BHK,Cholanayakanahalli,2000,4.0,1.0,135.0
Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Jakkur Plantation,2750,3.0,0.0,260.0
Plot  Area,Ready To Move,4th T block Jayanagar,4 Bedroom,4th T block Jayanagar,2400,4.0,2.0,480.0
Built-up  Area,Ready To Move,Yelahanka,3 BHK,Yelahanka,1650,3.0,3.0,105.0
Super built-up  Area,18-Jun,1st Block Jayanagar,2 BHK,1st Block Jayanagar,1235,2.0,2.0,148.0
Built-up  Area,Ready To Move,Yelahanka,2 BHK,Yelahanka,1200,2.0,2.0,55.0
Super built-up  Area,Ready To Move,M V Extenstion,6 BHK,M V Extenstion,900,5.0,0.0,100.0
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Kengeri Satellite Town,985,2.0,2.0,42.0
Super built-up  Area,18-May,Ramagondanahalli,3 BHK,Ramagondanahalli,1475,2.0,2.0,63.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Hebbal,3450,5.0,0.0,348.0
Super built-up  Area,19-Nov,Sarjapur  Road,3 BHK,Sarjapur  Road,1157,2.0,1.0,53.99
Built-up  Area,Ready To Move,Canara Bank Colony,2 BHK,Canara Bank Colony,900,2.0,3.0,35.0
Plot  Area,Ready To Move,Gottigere,4 Bedroom,Gottigere,2500,3.0,2.0,120.0
Built-up  Area,Ready To Move,GM Palaya,2 BHK,GM Palaya,1030,2.0,1.0,60.0
Super built-up  Area,18-Apr,Kamdhenu Nagar,2 BHK,Kamdhenu Nagar,1000,2.0,1.0,46.0
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Sarjapur  Road,3800,3.0,3.0,325.0
Plot  Area,18-May,Kasavanhalli,4 Bedroom,Kasavanhalli,4260,4.0,2.0,333.0
Plot  Area,Ready To Move,Brookefield,5 Bedroom,Brookefield,1950,6.0,3.0,175.0
Super built-up  Area,Ready To Move,Kudlu,3 BHK,Kudlu,1570,2.0,2.0,65.94
Super built-up  Area,18-Aug,Kanakapura,2 BHK,Kanakapura,1283,2.0,2.0,68.0
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Electronic City Phase II,875,2.0,2.0,40.0
Super built-up  Area,Ready To Move,Vinayaka Nagar,2 BHK,Vinayaka Nagar,1200,2.0,2.0,52.0
Plot  Area,Ready To Move,HAL 2nd Stage,3 Bedroom,HAL 2nd Stage,2700,3.0,0.0,500.0
Plot  Area,Ready To Move,Konanakunte,3 Bedroom,Konanakunte,2400,2.0,3.0,180.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Kathriguppe,1250,2.0,2.0,68.75
Super built-up  Area,18-Feb,Old Madras Road,4 BHK,Old Madras Road,3630,6.0,1.0,196.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Yelahanka,990,2.0,2.0,37.62
Super built-up  Area,Ready To Move,Panathur,2 BHK,Panathur,1199,2.0,1.0,85.0
Super built-up  Area,Ready To Move,Brindavan Nagar,2 BHK,Brindavan Nagar,1280,2.0,2.0,90.0
Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,1st Block Jayanagar,2750,4.0,0.0,413.0
Built-up  Area,Ready To Move,Reliaable Tranquil Layout,2 BHK,Reliaable Tranquil Layout,1190,2.0,1.0,55.0
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,Yelachenahalli,1100,2.0,2.0,60.0
Super built-up  Area,Ready To Move,RMV,3 BHK,RMV,2075,3.0,1.0,175.0
Built-up  Area,Ready To Move,Harlur,2 BHK,Harlur,1133,2.0,1.0,55.0
Built-up  Area,Ready To Move,Somasundara Palya,4 BHK,Somasundara Palya,2400,3.0,3.0,140.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Whitefield,1280,2.0,2.0,69.0
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,Horamavu Agara,1250,3.0,2.0,65.0
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Begur Road,1565,2.0,2.0,49.3
Super built-up  Area,Ready To Move,Pattanagere,3 BHK,Pattanagere,1900,3.0,0.0,65.0
Built-up  Area,Ready To Move,Munnekollal,2 BHK,Munnekollal,1080,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Battarahalli,1 BHK,Battarahalli,600,1.0,0.0,47.0
Plot  Area,Ready To Move,Himagiri Meadows,3 Bedroom,Himagiri Meadows,1240,4.0,1.0,180.0
Built-up  Area,Ready To Move,HRBR Layout,3 BHK,HRBR Layout,1335,2.0,1.0,87.0
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Vittasandra,1246,2.0,1.0,67.3
Super built-up  Area,18-Dec,JP Nagar,3 BHK,JP Nagar,3103 - 3890,0.0,0.0,237.5
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Sarjapur  Road,1385,3.0,1.0,55.0
Super built-up  Area,18-Nov,Govindpura,3 BHK,Govindpura,1578,3.0,1.0,73.9
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,HSR Layout,1140,2.0,2.0,46.0
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Sarjapur  Road,1700,3.0,1.0,79.9
Plot  Area,Ready To Move,Ganganahalli,4 Bedroom,Ganganahalli,1050,4.0,0.0,90.0
Built-up  Area,Ready To Move,Vidyaranyapura,2 BHK,Vidyaranyapura,1120,2.0,1.0,70.0
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Electronic City,435,1.0,1.0,22.0
Super built-up  Area,Ready To Move,Magadi Road,2 BHK,Magadi Road,1116,2.0,1.0,51.89
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Old Madras Road,1480,3.0,2.0,95.0
Built-up  Area,Ready To Move,Hormavu,2 BHK,Hormavu,1000,2.0,2.0,50.0
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,HSR Layout,1145,2.0,2.0,46.0
Super built-up  Area,Ready To Move,Bommasandra,2 BHK,Bommasandra,800,1.0,1.0,32.0
Super built-up  Area,18-Apr,Thanisandra,2 BHK,Thanisandra,1265,2.0,1.0,83.0
Super built-up  Area,21-Jul,Devanahalli,3 BHK,Devanahalli,1450 - 1950,3.0,0.0,88.2
Super built-up  Area,Ready To Move,Narayanappa Garden,2 BHK,Narayanappa Garden,1475,2.0,1.0,70.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,BTM 2nd Stage,1265,2.0,2.0,55.0
Built-up  Area,Ready To Move,Anandapura,2 Bedroom,Anandapura,1200,2.0,0.0,58.0
Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,1st Phase JP Nagar,2180,3.0,2.0,210.0
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Brookefield,1080,2.0,3.0,50.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Whitefield,2023,4.0,2.0,130.0
Super built-up  Area,Ready To Move,Hanumantha Nagar,2 BHK,Hanumantha Nagar,2400,2.0,3.0,125.0
Super built-up  Area,Ready To Move,Kadubeesanahalli,3 BHK,Kadubeesanahalli,1545,2.0,2.0,66.0
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,Kalena Agrahara,1804,3.0,2.0,166.0
Plot  Area,Ready To Move,3rd Block Hrbr Layout,2 Bedroom,3rd Block Hrbr Layout,1200,2.0,1.0,200.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,6th Phase JP Nagar,1350,2.0,0.0,58.0
Super built-up  Area,21-Dec,Hoodi,2 BHK,Hoodi,1108,2.0,1.0,74.23
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Marathahalli,1730,3.0,2.0,115.0
Super built-up  Area,Ready To Move,RWF West Colony,3 BHK,RWF West Colony,1427,2.0,3.0,70.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Yelahanka,935,2.0,1.0,35.53
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,Sarjapura - Attibele Road,1073,2.0,2.0,31.77
Built-up  Area,Ready To Move,Ananth Nagar,2 BHK,Ananth Nagar,960,2.0,3.0,37.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Thigalarapalya,2215,4.0,2.0,150.0
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Electronic City Phase II,1125,2.0,1.0,32.49
Built-up  Area,Ready To Move,Brookefield,2 BHK,Brookefield,1230,2.0,3.0,55.0
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Mahadevpura,1438,2.0,0.0,89.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,7th Phase JP Nagar,1080,2.0,2.0,75.0
Plot  Area,Ready To Move,Hebbal Kempapura,3 Bedroom,Hebbal Kempapura,1200,3.0,0.0,125.0
Plot  Area,Ready To Move,Marathahalli,2 Bedroom,Marathahalli,1200,1.0,1.0,103.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Uttarahalli,1590,3.0,2.0,58.0
Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,Seetharampalya,1350,3.0,2.0,68.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Raja Rajeshwari Nagar,1400,2.0,2.0,48.0
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Kaggadasapura,1560,2.0,3.0,72.0
Built-up  Area,Ready To Move,Mallasandra,4 BHK,Mallasandra,1810,3.0,2.0,57.0
Super built-up  Area,Ready To Move,Kanaka Nagar,3 BHK,Kanaka Nagar,2274.24,4.0,1.0,160.0
Super built-up  Area,18-Dec,Sonnenahalli,3 BHK,Sonnenahalli,1484,3.0,1.0,74.18
Built-up  Area,Ready To Move,Indira Nagar,3 BHK,Indira Nagar,1650,3.0,3.0,220.0
Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,3 BHK,Stage-4 Bommanahalli,1455,2.0,2.0,55.0
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Thanisandra,2280,4.0,2.0,184.0
Super built-up  Area,Ready To Move,Rest House Road,5 BHK,Rest House Road,4900,5.0,0.0,980.0
Built-up  Area,18-Apr,Frazer Town,3 BHK,Frazer Town,2079,3.0,3.0,220.0
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,Bharathi Nagar,1351,2.0,2.0,74.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Kanakpura Road,1223,2.0,2.0,42.81
Super built-up  Area,18-Jun,KR Puram,3 BHK,KR Puram,1430,2.0,1.0,61.0
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,Whitefield,3589,5.0,0.0,400.0
Super built-up  Area,18-Aug,Electronic City Phase II,3 BHK,Electronic City Phase II,1310,2.0,2.0,37.83
Plot  Area,Ready To Move,Channasandra,4 Bedroom,Channasandra,1800,4.0,1.0,300.0
Plot  Area,18-May,Giri Nagar,4 Bedroom,Giri Nagar,1120,4.0,2.0,175.0
Super built-up  Area,18-Nov,Sarjapur  Road,2 BHK,Sarjapur  Road,984,2.0,1.0,55.0
Built-up  Area,Ready To Move,Jalahalli,3 BHK,Jalahalli,1770,3.0,3.0,100.0
Plot  Area,Ready To Move,Immadihalli,2 Bedroom,Immadihalli,900,3.0,1.0,105.0
Plot  Area,Ready To Move,Ramamurthy Nagar,5 Bedroom,Ramamurthy Nagar,1350,5.0,1.0,120.0
Super built-up  Area,18-Jul,Bhoganhalli,2 BHK,Bhoganhalli,1447,2.0,1.0,75.97
Built-up  Area,Ready To Move,Margondanahalli,2 Bedroom,Margondanahalli,1140,2.0,1.0,60.0
Super built-up  Area,18-Jul,Bommanahalli,2 BHK,Bommanahalli,1170,2.0,3.0,34.0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,Poorna Pragna Layout,1160,2.0,2.0,46.39
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Kanakpura Road,1296,2.0,1.0,89.0
Built-up  Area,Ready To Move,Kempapura,3 BHK,Kempapura,1570,3.0,2.0,80.0
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,Nagappa Reddy Layout,1495,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Hoodi,1530,2.0,2.0,67.0
Plot  Area,Ready To Move,Rajaji Nagar,5 Bedroom,Rajaji Nagar,900,4.0,0.0,140.0
Super built-up  Area,Ready To Move,Gunjur,3 BHK,Gunjur,1800,3.0,1.0,70.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Bellandur,1088,2.0,2.0,48.0
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Hosa Road,1533,3.0,1.0,98.18
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,Rachenahalli,1100,2.0,1.0,68.0
Built-up  Area,Ready To Move,Thubarahalli,3 BHK,Thubarahalli,1540,3.0,3.0,90.0
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Hebbal,1244,3.0,0.0,48.0
Super built-up  Area,19-Mar,Hosa Road,2 BHK,Hosa Road,1040,2.0,1.0,68.59
Built-up  Area,Ready To Move,Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,6 BHK,Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,1034,6.0,2.0,101.0
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Begur Road,1260,2.0,1.0,39.69
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Uttarahalli,1180,2.0,1.0,41.3
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Thigalarapalya,1245,2.0,2.0,100.0
Super built-up  Area,Ready To Move,Dollars Colony,3 BHK,Dollars Colony,1350,3.0,0.0,75.0
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,KUDLU MAIN ROAD,1464,3.0,2.0,56.0
Super built-up  Area,Ready To Move,Alur,1 BHK,Alur,470,2.0,1.0,10.0
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,Vijayanagar,920,2.0,2.0,60.0
Built-up  Area,Ready To Move,Vijay Nagar,6 Bedroom,Vijay Nagar,2300,7.0,0.0,160.0
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sarjapur,1124,2.0,1.0,30.35
Super built-up  Area,19-Sep,Yelahanka New Town,4 BHK,Yelahanka New Town,2095,3.0,1.0,109.0
Super built-up  Area,20-Aug,Begur Road,2 BHK,Begur Road,1100,2.0,1.0,71.42
Super built-up  Area,Ready To Move,Vijayanagar,2 BHK,Vijayanagar,1019,2.0,1.0,58.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,Harlur,1756,3.0,2.0,128.0
Super built-up  Area,18-May,Bommasandra,3 BHK,Bommasandra,1280,3.0,1.0,50.0
Plot  Area,Ready To Move,Kenchenahalli,4 Bedroom,Kenchenahalli,1200,3.0,2.0,125.0
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,Indira Nagar,1700,3.0,2.0,150.0
Super built-up  Area,18-Dec,Whitefield,3 BHK,Whitefield,2134,4.0,2.0,118.0
Super built-up  Area,18-Jun,Hosa Road,2 BHK,Hosa Road,1369.1,2.0,1.0,98.0
Plot  Area,Ready To Move,Subramanyapura,3 Bedroom,Subramanyapura,600,3.0,1.0,69.0
Plot  Area,Ready To Move,Hennur Bande,3 Bedroom,Hennur Bande,1313,4.0,0.0,150.0
Super built-up  Area,Ready To Move,Carmelaram,3 BHK,Carmelaram,2515,4.0,3.0,155.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Thigalarapalya,2215,4.0,2.0,154.0
Super built-up  Area,Ready To Move,Basapura,3 BHK,Basapura,1440,3.0,2.0,72.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Hennur Road,1186,2.0,2.0,55.33
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Uttarahalli,1350,2.0,2.0,47.24
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Hebbal,1800,3.0,2.0,140.0
Built-up  Area,Ready To Move,Kudlu,3 BHK,Kudlu,1600,3.0,3.0,79.0
Built-up  Area,Ready To Move,GM Palaya,2 BHK,GM Palaya,1000,2.0,1.0,35.0
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,Cunningham Road,2275,3.0,3.0,285.0
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Banashankari Stage III,1305,2.0,1.0,59.0
Super built-up  Area,20-Jan,Binny Pete,3 BHK,Binny Pete,1740,3.0,1.0,150.0
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,Malleshwaram,900,2.0,1.0,90.0
Built-up  Area,Ready To Move,Benson Town,2 BHK,Benson Town,1567,3.0,0.0,140.0
Super built-up  Area,Ready To Move,Kambipura,3 BHK,Kambipura,1082,2.0,1.0,45.5
Built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Nagarbhavi,1050,2.0,1.0,80.0
Super built-up  Area,Ready To Move,Atmananda Colony,2 BHK,Atmananda Colony,1200,2.0,1.0,56.0
Built-up  Area,Ready To Move,Begur,3 Bedroom,Begur,3500,4.0,2.0,185.0
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Dasarahalli,1220,2.0,2.0,52.0
Super built-up  Area,18-Apr,Binny Pete,3 BHK,Binny Pete,1970,3.0,2.0,164.0
Super built-up  Area,20-Dec,CMH Road,3 BHK,CMH Road,2665,3.0,1.0,350.0
Built-up  Area,Ready To Move,Kanakapura,4 BHK,Kanakapura,2130,4.0,0.0,120.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,Harlur,1749,3.0,2.0,120.0
Super built-up  Area,18-Jun,Subramanyapura,2 BHK,Subramanyapura,1260,2.0,1.0,108.0
Super built-up  Area,Ready To Move,Doddaballapur,3 BHK,Doddaballapur,1100Sq. Meter,2.0,1.0,48.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,6th Phase JP Nagar,1170,2.0,2.0,120.0
Super built-up  Area,Ready To Move,Ankappa Layout,3 BHK,Ankappa Layout,1670,3.0,2.0,75.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Hennur Road,2264,3.0,2.0,168.0
Super built-up  Area,15-Oct,Byadarahalli,4 BHK,Byadarahalli,3500,5.0,0.0,450.0
Super built-up  Area,Ready To Move,Begur,2 BHK,Begur,1100,2.0,2.0,55.0
Super built-up  Area,18-Dec,Chandapura,2 BHK,Chandapura,674,1.0,1.0,19.9
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Koramangala,1320,2.0,1.0,160.0
Plot  Area,Ready To Move,Vishveshwarya Layout,4 Bedroom,Vishveshwarya Layout,600,4.0,2.0,85.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Electronics City Phase 1,1125,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Nagavara,2 BHK,Nagavara,1125,2.0,2.0,44.5
Super built-up  Area,Ready To Move,Baba Nagar,2 BHK,Baba Nagar,700,2.0,1.0,29.0
Built-up  Area,Ready To Move,BTM Layout,3 BHK,BTM Layout,1300,2.0,1.0,75.0
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,JP Nagar,1600,3.0,2.0,83.0
Super built-up  Area,18-Aug,Magadi Road,3 BHK,Magadi Road,1052,2.0,1.0,60.0
Super built-up  Area,Ready To Move,Neelasandra,4 BHK,Neelasandra,1140,3.0,1.0,145.0
Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK, Devarachikkanahalli,1130,2.0,2.0,36.0
Plot  Area,Ready To Move,Yediyur,4 Bedroom,Yediyur,1140,3.0,2.0,225.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,BTM 2nd Stage,2200,3.0,3.0,220.0
Built-up  Area,Ready To Move,Electronic City,3 BHK,Electronic City,1500,2.0,1.0,63.0
Super built-up  Area,20-Dec,Old Madras Road,3 BHK,Old Madras Road,1350,3.0,1.0,47.25
Super built-up  Area,Ready To Move,Gottigere,3 BHK,Gottigere,1230,2.0,2.0,52.0
Super built-up  Area,18-Apr,Haralur Road,3 BHK,Haralur Road,1520,2.0,2.0,85.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,Kanakpura Road,525,1.0,1.0,26.25
Super built-up  Area,20-Oct,Hosa Road,2 BHK,Hosa Road,1040,2.0,1.0,61.0
Built-up  Area,Ready To Move,Upadhyaya Layout,3 BHK,Upadhyaya Layout,1300,2.0,1.0,67.0
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Old Airport Road,2690,4.0,3.0,201.0
Super built-up  Area,Ready To Move,Domlur,1 BHK,Domlur,780,1.0,1.0,70.0
Super built-up  Area,Ready To Move,Panathur,2 BHK,Panathur,1140,2.0,1.0,51.2
Super built-up  Area,19-Jan,Chandapura,3 BHK,Chandapura,1225,3.0,1.0,33.08
Built-up  Area,Ready To Move,Nagavarapalya,1 BHK,Nagavarapalya,646,1.0,0.0,25.84
Super built-up  Area,Ready To Move,Cox Town,3 BHK,Cox Town,1600,3.0,1.0,150.0
Super built-up  Area,18-Apr,Kadugodi,3 BHK,Kadugodi,1890,4.0,3.0,125.0
Built-up  Area,Ready To Move,Kadugodi,2 BHK,Kadugodi,1050,2.0,1.0,34.0
Plot  Area,Ready To Move,Ittamadu,6 Bedroom,Ittamadu,1200,4.0,2.0,100.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Whitefield,1458,2.0,2.0,62.0
Plot  Area,Ready To Move,Naganathapura,5 Bedroom,Naganathapura,1200,6.0,0.0,86.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Green Glen Layout,1970,3.0,2.0,160.0
Plot  Area,Ready To Move,Whitefield,3 Bedroom,Whitefield,1808,4.0,0.0,80.0
Built-up  Area,Ready To Move,Balagere,2 BHK,Balagere,1007,2.0,1.0,67.0
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Doddathoguru,1105,2.0,1.0,50.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,Lakshminarayana Pura,1700,3.0,3.0,150.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Raja Rajeshwari Nagar,1170,2.0,3.0,50.0
Built-up  Area,Ready To Move,Chandapura,2 BHK,Chandapura,1080,2.0,3.0,45.0
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Kaggalipura,1150,2.0,1.0,62.0
Super built-up  Area,19-Jul,Ramamurthy Nagar,2 BHK,Ramamurthy Nagar,1200,2.0,1.0,57.9
Super built-up  Area,Ready To Move,Jakkuru Layout,2 BHK,Jakkuru Layout,1200,2.0,1.0,54.0
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Kudlu Gate,1656,3.0,2.0,75.0
Plot  Area,18-Apr,bsk 6th stage 2ad block near sri conversation hall,4 Bedroom,bsk 6th stage 2ad block near sri conversation hall,600,4.0,2.0,87.0
Super built-up  Area,Ready To Move,KR Puram,2 BHK,KR Puram,1040,2.0,2.0,50.0
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Hosur Road,1085,2.0,2.0,33.7
Super built-up  Area,18-Apr,Virat Nagar,3 BHK,Virat Nagar,1215,2.0,2.0,49.75
Built-up  Area,Ready To Move,NRI Layout,4 Bedroom,NRI Layout,2150,4.0,2.0,115.0
Plot  Area,Ready To Move,Hoodi,4 Bedroom,Hoodi,1100,4.0,1.0,120.0
Super built-up  Area,18-Feb,Panathur,2 BHK,Panathur,1210,2.0,1.0,77.0
Built-up  Area,Ready To Move,Kallumantapa,2 BHK,Kallumantapa,1050,2.0,1.0,55.0
Plot  Area,Ready To Move,"Annapoorneshwari Layout, JP nagar 7th phase",3 Bedroom,"Annapoorneshwari Layout, JP nagar 7th phase",600,3.0,1.0,70.0
Super built-up  Area,18-Aug,Iblur Village,3 BHK,Iblur Village,1920,3.0,2.0,150.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Uttarahalli,1250,2.0,1.0,50.0
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,Mysore Road,947.55,2.0,1.0,80.0
Built-up  Area,Ready To Move,Malleshpalya,2 BHK,Malleshpalya,1421,2.0,1.0,90.0
Plot  Area,Ready To Move,Mudalpalaya,6 Bedroom,Mudalpalaya,1050,4.0,2.0,155.0
Super built-up  Area,18-May,Old Madras Road,3 BHK,Old Madras Road,1425,2.0,2.0,74.31
Super built-up  Area,Ready To Move,Budigere,2 BHK,Budigere,1162,2.0,1.0,58.0
Super built-up  Area,18-Jul,Whitefield,1 BHK,Whitefield,905,1.0,1.0,60.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Sarjapur  Road,914,2.0,1.0,32.0
Built-up  Area,18-Apr,elachenahalli,2 BHK,elachenahalli,1258,2.0,0.0,58.0
Plot  Area,Ready To Move,CV Raman Nagar,4 Bedroom,CV Raman Nagar,1100,4.0,2.0,220.0
Plot  Area,Ready To Move,Hormavu,4 Bedroom,Hormavu,3500,4.0,1.0,289.0
